272.193  17.6184  0.00653364  -61.3256  97.6686
179.334  -34.8991  0.00867191  -138.271  129.566
136.905  2.64034  0.00378528  -0.0894214  56.6218
95.2692  61.9261  0.00785606  130.774  117.4
261.654  38.7037  0.00886402  -26.0101  132.43
275.124  -56.7955  0.00229214  -133.326  34.2991
354.268  39.4873  0.00579248  132.673  86.6047
234.315  33.7209  0.00747952  -60.5618  111.783
112.033  62.6371  0.00477861  114.174  71.4634
64.7307  -75.0067  0.00660439  -62.157  98.7245
80.1365  -61.062  0.00784317  -31.5546  117.207
212.099  -59.4469  0.00656524  -156.191  98.1402
112.514  31.6701  0.00467303  98.5365  69.8862
123.996  -81.3572  0.00827079  -94.8081  123.585
291.944  -3.95067  0.00826151  -62.1431  123.447
268.069  68.4286  0.00681615  55.0118  101.885
315.327  -0.942376  0.00148189  -0.836722  22.1789
20.8  37.7882  0.000816859  163.215  12.2275
214.715  -78.7658  0.00284139  -125.193  42.5122
211.263  -0.933376  0.00274641  -138.987  41.0921
263.541  -15.7082  0.00492957  -133.557  73.7183
40.1323  65.9112  0.0040282  148.805  60.2519
98.6188  38.9759  0.00484533  128.112  72.4601
145.608  46.359  0.00793372  54.4011  118.558
352.625  -39.704  0.00306764  2.5413  45.8948
179.94  -58.8273  0.00461484  -137.269  69.0169
108.112  -67.1703  0.00138627  -67.3514  20.7483
69.3344  -40.7918  0.00485418  32.225  72.5922
206.281  23.1608  0.00752199  -83.8141  112.416
256.265  -7.0027  0.00461772  -132.173  69.0599
217.462  -75.217  0.00673224  -132.463  100.633
225.023  20.9008  0.00758301  -96.4406  113.327
83.1355  10.4928  0.00172501  127.586  25.8161
209.975  -71.0634  0.00508851  -138.913  76.0922
338.848  40.5514  0.00662292  108.458  99.001
342.907  -48.4358  0.00436208  -30.9068  65.2408
274.396  25.3494  0.00315581  -40.3642  47.2129
68.5568  -8.10107  0.00319043  114.25  47.7305
128.773  -16.8188  0.00834362  -14.25  124.671
186.342  -11.6883  0.00368527  -128.404  55.1271
18.9247  -58.0565  0.00296848  -17.6491  44.4124
189.58  53.291  0.00171581  11.2787  25.6785
285.72  -13.5292  0.00742812  -90.6403  111.016
150.369  11.5017  0.00732426  -16.7887  109.466
140.031  71.2748  0.00832212  90.7256  124.351
290.623  63.0134  0.009119  62.6242  136.232
232.15  34.2095  0.00721401  -59.8223  107.822
283.952  60.4755  0.0023998  51.0706  35.9092
137.209  82.1115  0.00587832  98.3057  87.8862
137.216  -29.7182  0.00972409  -54.3225  145.25
109.118  -14.8725  0.00395365  33.9979  59.138
265.35  -27.5594  0.00393547  -141.815  58.8662
230.832  30.2647  0.0028612  -71.1146  42.8084
128.825  2.75444  0.00391108  20.0005  58.5018
47.3362  15.084  0.00741784  162.459  110.863
79.8168  49.0409  0.0115186  151.627  171.98
346.645  4.42575  0.00450982  81.6923  67.448
113.805  78.7557  0.00552926  108.051  82.6744
84.73  33.6999  0.00485682  145.97  72.6317
276.06  62.88  0.00558401  48.4873  83.492
356.804  -5.82515  0.00608141  83.6334  90.9183
209.477  4.51478  0.00366931  -127.968  54.8885
240.505  19.1279  0.00325918  -95.9833  48.7583
343.035  67.2317  0.00672093  117.932  100.464
66.014  23.9409  0.00302534  161.237  45.2624
71.7525  -28.8605  0.00660119  62.3309  98.6767
60.0112  -33.5722  0.0060057  58.511  89.7879
303.122  4.73921  0.00663725  -20.748  99.2149
100.253  52.7691  0.00627017  128.388  93.7359
307.72  75.2786  0.00865461  92.1633  129.308
90.761  -19.1728  0.00530597  60.3486  79.3399
200.793  16.0848  0.00439417  -96.231  65.7202
210.73  -74.2533  0.00560565  -133.443  83.8151
310.76  -66.4858  0.00305275  -95.8679  45.6722
190.31  19.6208  0.00276219  -75.9518  41.3281
195.375  -35.3145  0.00249114  -158.12  37.2751
115.729  6.38412  0.00463923  57.5039  69.3813
16.4222  -0.333867  0.00540427  123.607  80.808
176.322  -20.2793  0.00511773  -122.251  76.5286
356.565  60.7132  0.00554032  133.118  82.8396
281.821  -5.94853  0.0069031  -87.3402  103.182
153.408  -70.0873  0.00343637  -109.231  51.4069
20.7073  8.08699  0.00583887  141.685  87.2972
329.36  -22.9966  0.00340038  -6.78141  50.8689
209.645  3.14189  0.00222518  -130.687  33.2976
113.593  20.9477  0.00740124  83.9582  110.615
106.293  16.7367  0.00360071  93.8497  53.8633
280.671  59.5557  0.00660038  45.8008  98.6647
354.397  7.02596  0.00376209  101.318  56.2752
225.343  8.52112  0.00877255  -125.04  131.067
319.893  -43.3295  0.0036816  -59.8454  55.0722
198.994  -59.0982  0.00685667  -151.081  102.489
280.901  -16.7388  0.00434529  -104.725  64.9899
220.09  24.7459  0.00527046  -86.1044  78.8097
79.0247  -60.4623  0.00261598  -29.2193  39.1419
5.53826  35.8269  0.00733628  147.059  109.646
111.803  35.3874  0.0024696  103.325  36.9529
323.261  -4.85684  0.006935  11.7803  103.658
36.6125  70.6428  0.00417857  140.721  62.4989
106.068  28.6169  0.00363642  107.953  54.397
