252.813  23.7702  0.00395212
342.589  -54.0165  0.00306195
86.195  28.3093  0.000785814
59.345  -32.4279  0.00106266
152.365  44.0443  0.00368685
304.729  -6.57174  0.00857201
347.724  -30.661  0.00453344
61.0082  22.125  0.00419805
269.15  42.1013  0.010146
250.588  39.5836  0.00735438
351.685  14.9658  0.00756696
275.313  -51.4623  0.00464107
107.364  -43.7426  0.00212028
51.8638  17.8206  0.00469063
280.117  -2.16195  0.00513612
191.057  -9.6945  0.00344895
91.6941  -30.4412  0.00536244
287.873  5.17508  0.00379475
26.8414  50.0494  0.00669324
21.8189  54.6902  0.00510153
290.006  29.9224  0.00539685
340.194  -55.7336  0.00268272
65.1236  -33.7978  0.00712803
303.807  -12.5036  0.00619592
66.0606  63.1393  0.00942595
338.33  31.3513  0.00770037
194.362  -81.8175  0.00496699
206.037  -39.1729  0.00733625
42.2041  42.6448  0.00206787
99.5777  -8.38696  0.00721823
146.58  18.2739  0.00576647
56.8085  72.4978  0.0042051
32.8488  -24.1705  0.00544598
138.814  61.5371  0.00490324
28.9723  1.67062  0.00547485
147.461  36.2642  0.00499286
120.238  51.8891  0.00477991
286.094  -58.1041  0.0022115
346.641  -5.06976  0.00491393
55.831  -57.7958  0.00373514
190.371  -61.0419  0.00395581
148.932  -60.5274  0.00465036
302.224  44.4403  0.00096691
130.249  33.5129  0.00558034
337.813  -38.413  0.00495481
254.266  -56.0341  0.0022635
307.376  55.5041  0.00354719
49.5655  68.0537  0.00410198
271.832  -55.1789  0.00138069
242.099  -0.168968  0.00461139
184.936  19.0399  0.0061809
309.73  -18.579  0.00388781
57.4988  32.4179  0.00439634
226.717  -7.72975  0.00471992
80.5783  -11.285  0.00428487
28.9347  21.4498  0.00535352
202.693  30.9717  0.00423533
48.3318  -5.55868  0.00507936
64.9081  69.2418  0.00548581
148.613  17.1361  0.0038487
170.573  -37.4253  0.00865114
349.605  -14.4049  0.00868133
65.1897  -26.0027  0.00495237
75.7952  24.5805  0.00231676
55.713  -10.4853  0.00896594
249.865  33.7024  0.00418168
291.82  60.8029  0.0062969
317.257  34.9153  0.00264464
130.703  12.4141  0.00344527
294.439  61.5721  0.00331659
203.857  37.0701  0.00369647
308.974  52.6743  0.00743203
18.5974  52.0083  0.00502001
266.275  -41.2764  0.00418839
158.972  -46.2888  0.00415589
249.644  -13.936  0.00904534
146.307  -52.7561  0.0108907
64.8295  10.4917  0.00720943
32.3321  48.0105  0.00756189
242.069  -29.8205  0.00159035
123.264  52.1031  0.0027583
135.632  19.0434  0.00324573
96.6256  -33.6372  0.00540471
110.51  4.17997  0.00819645
312.615  29.1171  0.00487515
222.405  -12.113  0.00408232
319.975  -3.05471  0.0062111
268.071  2.19341  0.00376161
359.241  -28.1576  0.00660932
283.276  -21.0608  0.000681784
176.269  -25.1323  0.00461228
35.7169  39.3337  0.00669159
26.8522  28.9483  0.00679094
15.9838  -41.1832  0.00261521
254.301  -71.6935  0.00437752
147.248  -30.2559  0.00446757
182.697  -42.3989  0.010864
195.462  61.1938  0.00677137
285.435  17.9454  0.00690822
107.672  10.216  0.00869378
35.0547  -8.35108  0.002289
144.849  45.5194  0.00622467
324.298  88.6308  0.00606512
